"phrase_id","lng_id","translation"
"1221","2","Die Sendungsansicht ""%s"" (%d) wurde erzeugt."
"1221","1","MailingView ""%s"" (%d) has been created successfully ."
"1222","2","Die Empfängerliste ""%s"" (%d) wurde gelöscht."
"1222","1","Mailinglist ""%s"" (%d) has been deleted."
"1223","2","Die Sendung ""%s"" (%d) wurde erzeugt."
"1223","1","Mailing ""%s"" (%d) has been created successfully."
"1224","2","Die Sendungssektion ""%s"" (%d) wurde gelöscht."
"1224","1","Mailing -Content ""%s"" (%d) has been deleted."
"1225","2","Sind Sie sicher dass sie die Sektion ""%s"" (%d) löschen möchten?"
"1225","1","Do you really want to delete mailing-content ""%s"" (%d)?"
"1226","2","Die Sendungssektion ""%s"" (%d) wurde erfolgreich erstellt."
"1226","1","Mailing-content ""%s"" (%d) successfully created."
"1227","2","Sind Sie sicher dass sie die Ausgabe (%d) löschen möchten?"
"1227","1","Do you really want to delete output (%d)?"
"1228","2","Sie haben noch keinen Ausgabefilter für diese Ausgabe ausgewählt. Sie können keine Ausgaben erzeugen, so lange kein Ausgabefilter ausgewählt ist."
"1228","1","You have not selected an output filter yet."
"1229","2","Die Sendungsausgabe (%d) wurde gelöscht."
"1229","1","Mailing-output (%d) has been deleted."
"1230","2","Die Sendungsausgabe (%d) wurde erfolgreich erstellt."
"1230","1","Mailing-output (%d) has been created successfully."
"1231","2","Zusammenfassung"
"1231","1","Summary"
"1233","2","Rechte"
"1233","1","Rights"
"1234","2","Neue Eigenschaft"
"1234","1","New property."
"1235","2","Eigemschaft"
"1235","1","Property"
"1236","2","Sind Sie sicher dass die Eigenschaft ""%s"" (%d) gelöscht werden soll?"
"1236","1","Delete skill ""%s"" (%d)?"
"1237","2","Eigenschaft löschen"
"1237","1","Delete property"
"1238","2","Neue Eigenschaft"
"1238","1","New property"
"1239","2","Benötigtes Feld"
"1239","1","Required field"
"1240","2","Eigenschaftswert"
"1240","1","Property data"
"1241","2","Volltext"
"1241","1","Full text"
"1242","2","Tabellenstruktur synchronisieren"
"1252","2","Tabellenstruktur synchronisieren"
"1242","1","Synchronize table structure"
"1252","1","Synchronize table structure"
"1243","2","Lebensdauer"
"1243","1","Time to live"
"1244","2","Mediendatei"
"1244","1","Media file"
"1245","2","Copyright"
"1245","1","Copyright"
"1246","2","Veröffentlichung entfernen"
"1246","1","Remove publication"
"1247","2","Sprachversion der Seite ""%s"" (%s) löschen?"
"1247","1","Delete language versions of page ""%s"" (%s)?"
"1248","2","Wählen Sie die Sprachversion aus, die Sie löschen möchten."
"1248","1","Select language version to delete."
"1253","2","Alle Ereignisse des ausgewählten Typs löschen?"
"1253","1","Delete all events of selected type?"
"1254","2","Statistik Cache leeren"
"1254","1","Empty statistic cache"
"1255","2","Die eigene IP darf nicht auf die Blacklist gesetzt werden."
"1255","1","You can not add your own IP to the blacklist."
"1256","2","IP der Whitelist hinzugefügt."
"1256","1","IP added to whitelist."
"1257","2","Support"
"1257","1","Support"
"1258","2","Hilfe"
"1258","1","Help"
"1259","2","Neuigkeiten"
"1259","1","News"
"1260","2","Benutzerhandbuch"
"1260","1","User Manual"
"1261","2","Systeminformationen"
"1261","1","System Information"
"1262","2","Fehlerbericht"
"1262","1","Bug Report"
"1263","2","Fehler"
"1263","1","Bug"
"1264","2","Formular hinzufügen"
"1264","1","Add form"
"1265","2","Formular löschen"
"1265","1","Delete form"
"1266","2","Alle löschen"
"1266","1","Delete all"
"1267","2","Alle Einträge löschen"
"1267","1","Delete all entries"
"1268","2","Alle anzeigen"
"1268","1","View all"
"1269","2","E-Mail an Benutzer senden"
"1269","1","Send email to user using your email client"
"1270","2","Eingegangene Einträge"
"1270","1","Feedback submissions"
"1271","2","Exportieren"
"1271","1","Export"
"1272","2","Gültig"
"1272","1","Valid"
"1273","2","Blockiert"
"1273","1","Blocked"
"1274","2","Anzeigen"
"1274","1","Display"
"1275","2","Feedback-Formulare"
"1275","1","Feedback forms"
"1276","2","Betreff/Sender"
"1276","1","Subject/Sender"
"1277","2","Diese Ausgabe kommt aus dem Zwischenspeicher."
"1277","1","This result is cached."
"1278","2","Hier Klicken um den Zwischenspeicher zu aktualisieren."
"1278","1","Click here to force update of cache."
"1279","2","Übersichtsstatistik"
"1279","1","Overview Statistic"
"1280","2","Besucher"
"1280","1","Visitors"
"1281","2","Summe"
"1281","1","Sum"
"1282","2","Zeiteinheit"
"1282","1","Timeunit"
"1283","2","Seitenaufrufe"
"1283","1","Impressions"
"1284","2","Die Grafik von ""%s"" als SVG herunterladen"
"1284","1","Download the graph for ""%s"" as SVG"
"1285","2","Einstiegsseitenstatistik"
"1285","1","Entry Pages Statistic"
"1286","2","Ausstiegsseitenstatistik"
"1286","1","Exit Pages Statistic"
"1287","2","%s Sekunden/Besucher"
"1287","1","%s Seconds/Visitor"
"1288","2","Anteil"
"1288","1","Ratio"
"1289","2","Betriebssysteme"
"1289","1","Operating Systems"
"1290","2","Sekunden"
"1290","1","Seconds"
"1291","2","Downloadstatistik von MediaDB-Inhalten"
"1291","1","Download Statistic of MediaDB items"
"1292","2","Besuchsdauerstatistik"
"1292","1","Visit Duration Statistic"
"1293","2","Besuchstiefe Statistik"
"1293","1","Visit Depth Statistic"
"1294","2","%s Seiten/Besucher"
"1294","1","%s Pages/Visitor"
"1295","2","Betriebssystem"
"1295","1","Operatingsystem"
"1296","2","Besuche"
"1296","1","Visits"
"1297","2","Seite"
"1297","1","Topic"
"1298","2","Seitenstatistik"
"1298","1","Topics Statistic"
"1299","2","Betriebssystem Statistik"
"1299","1","Operating Systems Statistic"
"1300","2","Seitenansichten"
"1300","1","Page views"
"1301","2","Ausgabemodus"
"1301","1","Output mode"
"1302","2","Objekt"
"1302","1","Item"
"1303","2","Useragent"
"1303","1","User Agents"
"1304","2","Useragent"
"1304","1","Useragent"
"1305","2","User Agent-Statistik"
"1305","1","User Agents Statistic"
"1306","2","Useragent/Betriebssystem"
"1306","1","Useragent/Operatingsystem"
"1307","2","Useragent/Betriebssystem Kombinationen Statistik"
"1307","1","Useragent/Operatingsystem Combinations Statistic"
"1308","2","Klickpfadstatistik"
"1308","1","Clickpath statistic"
"1309","2","...kamen so viele Besucher"
"1309","1","...this many visitors came"
"1310","2","Von dieser Seite..."
"1310","1","From this location..."
"1311","2","Zu dieser Seite..."
"1311","1","To this location..."
"1312","2","...gingen so viele Besucher"
"1312","1","...this many visitors went"
"1313","2","...wurden so viele Aufrufe gezählt"
"1313","1","...this many hits were counted"
"1314","2","Besucher gingen nach..."
"1314","1","Visitors left to..."
"1315","2","Herkunftsstatistik"
"1315","1","Referer Statistic"
"1316","2","Absendefehler"
"1316","1","Send error"
"1317","2","Bestätigungsmail Nachricht"
"1317","1","Confirmation Email Body"
"1318","2","E-Mail-Nachricht, die an den Benutzer geschickt wird."
"1318","1","Email body sent to surfer."
"1319","2","Bestätigungsmail Betreff"
"1319","1","Confirmation Email Subject"
"1320","2","Betreff der E-Mail, die an den Benutzer geschickt wird. Lassen Sie dieses Feld leer, um keine Bestätigungs-E-Mail zu versenden."
"1320","1","Email subject sent to surfer. Leave empty for not sending any email to surfer."
"1321","2","E-Mail-Vorlage"
"1321","1","Feedback message"
"1322","2","Vorlage Betreffzeile"
"1322","1","Feedback subject"
"847","2","Hallo"
"847","1","Hello"
"1324","2","Feld für Namen des Absenders"
"1324","1","Sender name field"
"1325","2","Feldname des generierten Formulars, in das der Sender seinen Namen einträgt."
"1325","1","Field of generated formular, on that the sender will type in his/her name."
"1326","2","Feld für E-Mail des Absenders"
"1326","1","Sender mail field"
"1327","2","Feldname des generierten Formulars, in das der Sender seine E-Mail-Adresse einträgt."
"1327","1","Field of generated formular, on that the sender will type in his/her mail address."
"1328","2","Formular"
"1328","1","Formular"
"1329","2","Felder als Anhang mitsenden"
"1329","1","Send fields as attachment"
"1330","2","Feedback speichern oder per E-Mail versenden"
"1330","1","Store feedback or send per mail"
"1331","2","Feedback Empfänger und Sender der Feedback Bestätigung"
"1331","1","Feedback recipient and sender of feedback confirmations"
"1323","2","Benutze {%Feldname%} um die Felder des Formulars einzutragen, die der Sender ausfüllt."
"1323","1","Use {%Fieldname%} to put in the fields of the formular that the sender  filled out."
"1332","2","Andere Sendungen ..."
"1332","1","Other mailings ..."
"1333","2","Abgemeldet"
"1333","1","Unsubscribed"
"1334","2","Abmeldung angefordert"
"1334","1","Unsubscribe requested"
"1335","2","Anmeldung bestätigt"
"1335","1","Subscribe confirmed"
"1336","2","Anmeldung angefordert"
"1336","1","Subscribe requested"
"1337","2","Abonnements"
"1337","1","Subscriptions"
"1338","2","Abonnements löschen"
"1338","1","Delete subscriptions"
"1339","2","Abonnent löschen"
"1339","1","Delete subscriber"
"1340","2","CSV importieren"
"1340","1","Import CSV"
"1341","2","Format"
"1341","1","Format"
"1342","2","Vorgegebene Ansichten"
"1342","1","Mailing default views"
"1343","2","Sendungsvorgaben"
"1343","1","Mailing defaults"
"1344","2","E-Mail-Absender"
"1344","1","Sender email"
"1345","2","Rechter Abstand"
"1345","1","Right padding"
"1346","2","Linker Abstand"
"1346","1","Left padding"
"1347","2","Horizontale Ausrichtung"
"1347","1","Horizontal alignment"
"1348","2","Unterer Abstand"
"1348","1","Bottom padding"
"1349","2","Oberer Abstand"
"1349","1","Top padding"
"1350","2","Horizontaler Abstand"
"1350","1","Horizontal padding"
"1351","2","Vertikaler Abstand"
"1351","1","Vertical padding"
"1352","2","Font"
"1352","1","Font"
"1353","2","Hintergrundfarbe"
"1353","1","Background color"
"1354","2","Vertikale Ausrichtung"
"1354","1","Vertical alignment"
"1355","2","Rechtes Bild"
"1355","1","Right image"
"1356","2","Linkes Bild"
"1356","1","Left image"
"1357","2","Hintergrundbild"
"1357","1","Background image"
"1358","2","Kein Flash"
"1358","1","No Flash"
"1359","2","Kein Script"
"1359","1","No script"
"1360","2","Alternative Texte"
"1360","1","Alternative texts"
"1361","2","Qualität"
"1361","1","Quality"
"1362","2","Flash"
"1362","1","Flash"
"1363","2","Farben"
"1363","1","Colors"
"1364","2","Autostart"
"1364","1","Autostart"
"1365","2","Zeige Einheiten"
"1365","1","Show digits"
"1367","2","Audiodateiname"
"1367","1","Audio filename"
"1368","2","Flashdateiname"
"1368","1","Flash filename"
"1366","2","Playeroptionen"
"1366","1","Player options"
"1369","2","Spamfilter"
"1369","1","Spamfilter"
"1370","2","Privat"
"1370","1","Private"
"1371","2","Keine Gruppe"
"1371","1","No group"
"1372","2","Eigenschaft"
"1372","1","Property"
"1373","2","Suchfilter"
"1373","1","Searchfilter"
"1374","2","Bilddatei"
"1374","1","Imagefile"
"1375","2","Audiodatei"
"1375","1","Audiofile"
"1376","2","Flashdatei"
"1376","1","Flashfile"
"1377","2","Listenüberschrift"
"1377","1","List caption"
"1378","2","Optionale Liste"
"1378","1","Optional list"
"1379","2","Optionale Listenüberschrift"
"1379","1","Optional list caption"
"1380","2","Surfergruppe"
"1380","1","Surfer group"
"1381","2","WhoIsWho Betrachter"
"1381","1","WhoIsWho Viewer"
"1382","2","Darstellung"
"1382","1","Presentation"
"1383","2","Personenanzahl"
"1383","1","People count"
"1384","2","Nicht gefunden"
"1384","1","Not found"
"1385","2","Link zum Betrachter"
"1385","1","Viewer link"
"1386","2","Betrachte private Daten"
"1386","1","View private data"
"1387","2","Stelle alle Gruppen dar"
"1387","1","Present all groups"
"1388","2","Suchanfrage ungültig"
"1388","1","Invalid search"
"1389","2","Größe verändern"
"1389","1","Resize mode"
"1390","2","Kommentare pro Seite"
"1390","1","Comments per page"
"1391","2","Aufruf"
"1391","1","Call"
"1392","2","nicht optional"
"1392","1","not optional"
"1393","2","Änderungsanfrage"
"1393","1","Change request"
"1394","2","Unbekannter Benutzer"
"1394","1","Unknown user"
"1395","2","Benutzerdaten anfragen"
"1395","1","Request user data"
"1396","2","Ungültiger Token"
"1396","1","Invalid Token"
"1397","2","Konto erstellen"
"1397","1","Create account"
"1398","2","Status ändern"
"1398","1","Change status"
"1399","2","Person hinzufügen"
"1399","1","Add person"
"1400","2","Person löschen"
"1400","1","Delete person"
"1401","2","Daten speichern"
"1401","1","Save data"
"1402","2","Zu HTML gewechselt"
"1402","1","Switched to HTML"
"1403","2","Zu Klartext gewechselt"
"1403","1","Switched to plaintext"
"1404","2","Bayesscher Filter"
"1404","1","Bayesian"
"1405","2","Stoppwörter"
"1405","1","Stopwords"
"1406","2","Wörter ignorieren"
"1406","1","Ignore words"
"1407","2","Trainieren"
"1407","1","Train"
"1408","2","Protokoll"
"1408","1","Log"
"1409","2","Wort hinzufügen"
"1409","1","Add word"
"1410","2","Wort"
"1410","1","Word"
"1411","2","Aktualisiere Spamfilter"
"1411","1","Update spam filter"
"1413","2","Neuer Regeltermin"
"1413","1","New regular date"
"1414","2","Soll der Termin ""%s"" wirklich gelöscht werden?"
"1414","1","Do you really want to delete event ""%s""?"
"1415","2","Modulklasse ""%s"" konnte nicht initialisiert werden."
"1415","1","Can not initialize module class ""%s"""
"1416","2","Eigenschaften der Seite ""%s"" #%d wurden geändert."
"1416","1","Properties of page ""%s"" #%d changed."
"1412","2","Eigenschaften der Box ""%s"" #%d wurden geändert."
"1412","1","Properties of box ""%s"" #%d changed."
"1419","1","Current window and top frame"
"1419","2","Aktuelles Fenster und oberstes Frame"
"1417","1","Curent window and parent frame"
"1417","2","Aktuelles Fenster und übergeordnetes Frame"
"1418","1","Current window and frame"
"1418","2","Aktuelles Fenster und Frame"
"854","1","Current month"
"854","2","Aktueller Monat"
"1420","2","Antwort"
"1420","1","Answer"
"1421","2","Versand"
"1421","1","Shipping"
"1422","2","Sendung kopieren"
"1422","1","Copy Mailing"
"1423","2","Postausgang"
"1423","1","Outbox"
"1424","2","Postausgang leeren"
"1424","1","Clear outbox"
"1425","2","E-Mails versenden"
"1425","1","Send e-mails"
"1426","2","Postausgang"
"1426","1","Postbox"
"1427","2","Postausgang leeren"
"1427","1","Clear postbox"
"1428","2","E-Mail-Ausgabe unter Verwendung des Templates erzeugen"
"1428","1","Generate email content using templates"
"1212","2","E-Mail-Ausgabe erzeugt."
"1212","1","Mail output generated."
"1429","2","Vorgaben"
"1429","1","Presets"
"1430","2","Zuordnung"
"1430","1","Mapping"
"1431","2","Ausgabeformat"
"1431","1","Output format"
"1432","2","Zum Postausgang hinzufügen"
"1432","1","Add to postbox"
"1433","2","Sendung im Format ""%s"" an die Liste ""%s"" (#%d) senden?"
"1433","1","Send mailing in format ""%s"" to list ""%s"" (#%d)?"
"1435","2","Sendung abschicken"
"1435","1","Post mailing"
"1434","2","%s E-Mails zum Postausgang hinzugefügt."
"1434","1","Added %s mails to postbox."
"1436","2","Aktuelle Warteschlange löschen?"
"1436","1","Delete selected queue?"
"1437","2","E-Mails löschen?"
"1437","1","Delete emails?"
"1438","2","E-Mails gelöscht."
"1438","1","Emails deleted."
"1439","2","Ordner hinzugefügt."
"1439","1","Mailing folder added."
"1440","2","Ordner aktualisiert."
"1440","1","Mailing folder updated."
"1441","2","Sendung ""%s"" (%d) aktualisiert."
"1441","1","Mailing ""%s"" (%d) updated."
"1442","2","Sendung ""%s"" (%d) erzeugt."
"1442","1","Mailing ""%s"" (%d) created."
"1443","2","Sendung ""%s"" (%d) löschen? Dadurch werden alle Inhalte und Ausgaben der Sendung gelöscht!"
"1443","1","Delete mailing ""%s"" (%d)? This will delete all related contents and outputs as well!"
"1444","2","Liste ""%s"" (%d) erstellt."
"1444","1","Mailinglist ""%s"" (%d) created."
"1445","2","Liste ""%s"" (%d) löschen? Dadurch werden alle Registrierungen der Liste gelöscht!"
"1445","1","Delete mailinglist ""%s"" (%d)? This will delete all related registrations as well!"
"1446","2","Die Liste ""%s"" (%d) wurde gelöscht."
"1446","1","List ""%s"" (%d) has been deleted."
"1447","2","Inhalt ""%s"" (%d) erstellt."
"1447","1","Mailing content ""%s"" (%d) created."
"1448","2","Inhalt ""%s"" (%d) aktualisiert."
"1448","1","Mailing Content ""%s"" (%d) updated."
"1449","2","Inhalt ""%s"" (%d) gelöscht."
"1449","1","Mailing content ""%s"" (%d) has been deleted."
"1450","2","Inhalt ""%s"" (%d) löschen?"
"1450","1","Delete content ""%s"" (%d)?"
"1451","2","Ausgabe (%d) löschen?"
"1451","1","Delete output (%d)?"
"1452","2","Ausgabe (%d) erstellt."
"1452","1","Mailing output (%d) created."
"1453","2","Ausgabe aktualisiert."
"1453","1","Mailing output updated."
"1454","2","Ungesandte E-Mails löschen"
"1454","1","Delete unsend mails"
"1455","2","Alternatives E-Mail-Format"
"1455","1","Alternate email format"
"1456","2","E-Mail-Format"
"1456","1","Email format"
"1457","2","Wie oft geändert"
"1457","1","Change Frequency"
"1458","2","Sitemap-Optionen"
"1458","1","Sitemap Options"
"1459","2","Thumbnails"
"1459","1","Thumbnails"
"1460","2","Tag"
"1460","1","Tag"
"1461","2","Tag-Selection"
"1461","1","Tag Selection"
"1462","2","Unter ""Tag Selection"" ändern."
"1462","1","Go to ""Tag Selection"" to modify."
"1463","2","Kein Tag ausgewählt!"
"1463","1","No tag selected!"
"1464","2","Inhalt für Sprache ""%s"" (%s) zur Box ""%s"" hinzufügen?"
"1464","1","Add content for language ""%s"" (%s) to box ""%s""?"
"1465","2","Box ""%s (%s)"" veröffentlicht."
"1465","1","Box ""%s (%s)"" published."
"1466","2","Wählen Sie bitte einen Tag aus."
"1466","1","Choose a tag!"
"1467","2","Innenabstand"
"1467","1","Padding"
"1468","2","Katalog"
"1468","1","Catalog"
"1469","2","Neue Unterkategorie"
"1469","1","New subcategory"
"1470","2","Kategorietypen"
"1470","1","Category Types"
"1471","2","Importierte Dateien"
"1471","1","Imported files"
"1472","2","Bilddatei umwandeln"
"1472","1","Convert image file"
"1473","2","Test."
"1473","1","Test."
"1474","2","Datei umwandeln"
"1474","1","Convert file"
"1475","2","Glossare"
"1475","1","Glossaries"
"1477","2","Keine Einträge"
"1477","1","No entires"
"2578","1","Answer text"
"1478","2","Datenfilter"
"1478","1","Data filter"
"1479","2","Tag Statistik"
"1479","1","Tag statistic"
"1481","1","Syncronize database with directory"
"1481","2","Datenbank mit Verzeichnis abgleichen"
"1480","1","Syncronize"
"1480","2","Syncronisieren"
"1482","2","Mailman Abgleich"
"1482","1","Mailman syncronisation"
"1483","2","Tabellenstruktur synchronisieren"
"1483","1","Syncronize table structure"
"2578","2","Antworttext"
"1484","2","Titel wird bereits verwendet."
"1484","1","Title already used."
"1485","2","Erweiterung wird bereits genutzt."
"1485","1","Extension already used."
"1487","2","Filter gelöscht."
"1487","1","Filter deleted."
"1488","2","Ansicht geändert."
"1488","1","View modified."
"2577","1","The ""ident value"" is used int the image url to identify it."
"1486","2","Filter geändert."
"1486","1","Filter modified."
"1489","2","Filtermodul wird bereits genutzt."
"1489","1","Filter module already used."
"1490","2","Glossar"
"1490","1","Glossary"
"1491","2","Inhaltsteile"
"1491","1","Content parts"
"1492","2","Handy"
"1492","1","Mobile"
"2577","2","Die Kennung wird in der Bild-URL benutzt, um das Bild zu identifizieren."
"1493","2","Duplettenmodus"
"1493","1","Duplicate mode"
"1735","1","Send test mail"
"1494","2","Zuordnung festlegen"
"1494","1","Define Mapping"
"1495","2","Nachname"
"1495","1","Lastname"
"1735","2","Testmail senden"
"1496","2","Vorname"
"1496","1","Firstname"
"1497","2","CSV importieren"
"1497","1","CSV import"
"1724","1","Plaintext list"
"1498","2","Postleitzahl"
"1498","1","Zip"
"1499","2","Firma"
"1499","1","Firm"
"1724","2","Klartextliste"
"1500","2","Aktualisieren"
"1500","1","Update"
"1875","2","Dateibrowser"
"1520","2","Glossar löschen"
"1516","2","Neues Glossar"
"1515","1","Locked for another editor: ""%s"""
"1515","2","Für andere Autoren gesperrt: ""%s"""
"1520","1","Delete glossary"
"1510","2","Anzahl Thumbnails"
"1518","2","Minimum (0%)"
"1519","2","Maximum (100%)"
"1510","1","Thumbnail count"
"1504","2","Thumbnail-Höhe"
"1504","1","Thumbnail height"
"1502","2","Liste"
"1502","1","Mailinglist"
"1518","1","Minimum (0%)"
"1503","2","Fertig"
"1503","1","Done"
"1505","2","Ist das richtig?"
"1505","1","Is this correct?"
"1519","1","Maximum (100%)"
"1506","2","Standardwerte"
"1506","1","Default values"
"1507","2","Seitenbewertung"
"1507","1","Page rating"
"1501","1","Thumbnail width"
"1508","2","Quiz"
"1508","1","Quiz"
"1516","1","New glossary"
"1509","2","Dublettenmodus"
"1509","1","Duplicates mode"
"1476","1","Add Entry"
"1511","2","%d Protokolleinträge hinzugefügt."
"1511","1","%d protocol entries added."
"1476","2","Eintrag hinzufügen"
"1512","2","%d Abonnenten hinzugefügt."
"1512","1","%d subscribers inserted."
"1501","2","Thumbnail-Breite"
"1513","2","So sieht der Import aus (die ersten %d Einträge):"
"1513","1","This would be the result of an import (first %d entries):"
"1514","2","FAQ löschen"
"1514","1","Delete FAQ"
"1521","2","Glossareinträge"
"1521","1","Glossary entries"
"1522","2","Telefon"
"1522","1","Telephone"
"1523","2","Option: Text"
"1523","1","Option: Text"
"1524","2","Option: HTML"
"1524","1","Option: HTML"
"1525","2","Titel"
"1525","1","Caption"
"1526","2","Option: Herr"
"1526","1","Option: Male"
"1527","2","Option: Frau"
"1527","1","Option: Female"
"1528","2","Beschriftung Absendebutton"
"1528","1","Caption of submit button."
"1529","2","Dialog"
"1529","1","Dialog"
"1530","2","Sie müssen vorher ein Abonnement auswählen."
"1530","1","You have to select a subscription first."
"1531","2","Eintrag ""%s"" löschen"
"1531","1","Delete Entry ""%s"""
"1532","2","Newsletter importieren"
"1532","1","Import newsletter"
"1533","2","Eintrag gelöscht."
"1533","1","Entry deleted."
"1534","2","Seite #%d in den Papierkorb verschoben."
"1534","1","Page #%d moved to trash."
"1535","2","Optional"
"1535","1","Optional"
"1536","2","Erklärung"
"1536","1","Explanation"
"1537","2","Begriff"
"1537","1","Term"
"1538","2","Synonyme"
"1538","1","Synonyms"
"1539","2","Anfrage für Registrierung fehlgeschlagen"
"1539","1","Registration request failed"
"1540","2","Button"
"1540","1","Button"
"1517","2","Kein Modul / keine Ansicht ausgewählt."
"1517","1","No module/view selected."
"1542","2","Anfrage zur Abmeldung fehlgeschlagen"
"1542","1","Unregistration request failed"
"1543","2","Absenden"
"1543","1","Submit"
"1544","2","E-Mail"
"1544","1","E-Mail"
"1545","2","Titel"
"1545","1","Captions"
"1546","2","Abmeldung erfolgreich"
"1546","1","Deregistration succeed"
"1547","2","E-Mail zur Abmeldung"
"1547","1","Unsubscription Email"
"1548","2","Text für E-Mail-Anfrage"
"1548","1","Text E-Mail request"
"1549","2","Text für Newsletter-Listen"
"1549","1","Text Newsletter list"
"1550","2","E-Mail für Abmeldung gesendet"
"1550","1","Email for deregistration send"
"1551","2","muss {%UNSUBSCRIBE_LINK%} enthalten"
"1551","1","must contain {%UNSUBSCRIBE_LINK%}"
"1541","2","Keine abonnierten Newsletter"
"1541","1","No subscribed newsletters"
"1552","2","Dieser Ordner ist leer."
"1552","1","This folder is empty."
"1553","2","Sendung #%d aktualisiert."
"1553","1","Mailing #%d updated."
"1554","2","Textvorschau"
"1554","1","Text Preview"
"1555","2","Ausgabe für ""%s"" (%d) erzeugen? Ihre manuellen Änderungen gehen dabei verloren!"
"1555","1","Generate output for ""%s"" (%d)? Your manual changes will get lost!"
"1556","2","Ungültiger Dateityp!"
"1556","1","Invalid file type!"
"1557","2","Alle Abonnements löschen?"
"1557","1","Delete all subscriptions?"
"1558","2","Inhalt der E-Mail bearbeiten"
"1558","1","Edit email content"
"1559","2","Nicht enthalten"
"1559","1","Not included"
"1561","2","Kategorie #%d gelöscht."
"1561","1","Deleted category #%d."
"1562","2","Übersetzungen von Kategorie #%d gelöscht."
"1562","1","Deleted translations of category #%d."
"1563","2","Tag #%d gelöscht."
"1563","1","Deleted tag #%d."
"1564","2","Möchten Sie diese Kategorie wirklich löschen?"
"1564","1","Do you really want to delete this category?"
"1565","2","Übersetzungen des Tags #%d gelöscht."
"1565","1","Deleted translations of tag #%d."
"1566","2","Möchten Sie diesen Tag wirklich löschen?"
"1566","1","Do you really want to delete this tag?"
"1567","2","Kategorie ""%s"" konnte nicht gelöscht werden, sie ist nicht leer."
"1567","1","Couldn`t delete category ""%s"", it is not empty."
"1568","2","Möchten Sie die Kategorie ""%s"" wirklich löschen?"
"1568","1","Do you really want to delete category ""%s""?"
"1569","2","Cache löschen"
"1569","1","Delete Cache"
"1570","2","Bild Hinzufügen"
"1570","1","Add Image"
"1571","2","Bild Generator"
"1571","1","Image generator"
"1572","2","Farbe"
"1572","1","Color"
"1573","2","Hintergrund"
"1573","1","Background"
"1574","2","Vordergrund"
"1574","1","Foreground"
"1575","2","Abstand"
"1575","1","Padding / Space"
"1576","2","Aktuelle position"
"1576","1","Current position"
"1577","2","Attribute"
"1577","1","Attributes"
"1578","2","Ein Benutzer darf in mehreren Gruppen sein."
"1578","1","A user can be in several groups."
"1579","2","Benutzer gelöscht."
"1579","1","User deleted."
"1580","2","Loginversuche"
"1580","1","Login Try"
"1581","2","PHP"
"1581","1","PHP"
"1583","2","Login Typ"
"1583","1","Login Type"
"1584","2","Login Abrufe"
"1584","1","Login Requests"
"1585","2","Liste der Loginversuche löschen?"
"1585","1","Delete login try list?"
"1586","2","Alle Ereignisse löschen?"
"1586","1","Delete all events?"
"1587","2","Linktypen konfigurieren"
"1587","1","Configure Linktypes"
"1588","2","Glyphen anzeigen"
"1588","1","View Glyphs"
"1589","2","Linktypen"
"1589","1","Linktypes"
"1590","2","Übersichtsseite"
"1590","1","Overview page"
"1591","2","Loginversuche löschen"
"1591","1","Delete login tries"
"1592","2","Loginversuche"
"1592","1","Login Tries"
"1593","2","%d Module hinzugefügt."
"1593","1","%d modules added."
"1594","2","%d Module aktualisiert."
"1594","1","%d modules updated."
"1595","2","%d Module gelöscht."
"1595","1","%d modules deleted."
"1596","2","Moduletabelle aktualisieren."
"1596","1","Updating modules table."
"1597","2","Alle Module dieses Paketes deaktivieren"
"1597","1","Disable all package modules"
"1598","2","Paket deaktivieren"
"1598","1","Disable package"
"1599","2","Module aktiviert."
"1599","1","Modules enabled."
"1600","2","Alle Module des ausgewählten Paketes aktivieren?"
"1600","1","Enable all modules in selected package?"
"1601","2","Alle Module dieses Paketes aktivieren"
"1601","1","Enable all package modules"
"1602","2","Paket aktivieren"
"1602","1","Enable package"
"1603","2","Module deaktiviert"
"1603","1","Modules disabled."
"1604","2","Alle Module des ausgewählte Paketes deaktivieren?"
"1604","1","Disable all modules in selected package?"
"1605","2","Ausgewähltes Module aktivieren?"
"1605","1","Enable selected module?"
"1606","2","Ausgewähltes Module deaktivieren?"
"1606","1","Disable selected module?"
"1607","2","Ausgewähltes Module deaktiviert."
"1607","1","Selected module disabled."
"1608","2","Ausgewähltes Modul aktiviert."
"1608","1","Selected module enabled."
"1609","2","Ende"
"1609","1","End"
"1610","2","Start"
"1610","1","Start"
"1611","2","Cronjob ist deaktiviert."
"1611","1","Cronjob is deactivated."
"1612","2","test"
"1612","1","test"
"1613","2","alle 6 Monate"
"1613","1","every 6. month"
"1614","2","alle 3 Monate"
"1614","1","every 3. month"
"1615","2","jeden 2. Monat"
"1615","1","every 2. month"
"1616","2","jeden Monat"
"1616","1","every month"
"1617","2","alle 4 Wochen"
"1617","1","every 4 week"
"1618","2","alle 3 Wochen"
"1618","1","every 3 week"
"1619","2","alle 2 Wochen"
"1619","1","every 2 week"
"1620","2","jede Woche"
"1620","1","every week"
"1621","2","jeden letzten [Wochentag]"
"1621","1","every last [weekday]"
"1622","2","jeden 4. [Wochentag]"
"1622","1","every 4. [weekday]"
"1623","2","jeden 3. [Wochentag]"
"1623","1","every 3. [weekday]"
"1624","2","jeden 2. [Wochentag]"
"1624","1","every 2. [weekday]"
"1625","2","jeden [Wochentag]"
