"phrase_id","phrase_text","phrase_text_lower"
"1760","List modified references","list modified references"
"1761","References modified","references modified"
"1762","List references in use by topics","list references in use by topics"
"1763","Media Type","media type"
"1764","References By Topics","references by topics"
"1765","List references in use","list references in use"
"1766","Publisher","publisher"
"1767","Abstract","abstract"
"1768","References In Use","references in use"
"1769","Import","import"
"1770","Version","version"
"1771","Footer Text","footer text"
"1772","Import References","import references"
"1773","Import references from file","import references from file"
"1774","Add Reference","add reference"
"1775","Add Source","add source"
"1776","Manage References","manage references"
"1777","References","references"
"1778","Tags/User","tags/user"
"1779","Users/Tag","users/tag"
"1780","Added","added"
"1781","Formats","formats"
"1782","Delete sent mails","delete sent mails"
"1783","Delete sent","delete sent"
"1784","Manage user to tag relations","manage user to tag relations"
"1785","Showing %d to %d of %d references","showing %d to %d of %d references"
"1786","WARNING! Folder ""%s"" is not empty! If you confirm this question this folder and all media items it contains are irrecoverably deleted!","warning! folder ""%s"" is not empty! if you confirm this question this folder and all media items it contains are irrecoverably deleted!"
"1787","Deactivate cronjob","deactivate cronjob"
"1788","Activate","activate"
"1789","Cronjob activated","cronjob activated"
"1790","No input necessary","no input necessary"
"1791","Type of link #%d","type of link #%d"
"1792","Do you really want to delete mailing ""%s"" (%d)? This will delete all related contents and outputs as well!","do you really want to delete mailing ""%s"" (%d)? this will delete all related contents and outputs as well!"
"1793","Blacklist","blacklist"
"1794","Whitelist","whitelist"
"1795","Add to whitelist","add to whitelist"
"1796","Add to blacklist","add to blacklist"
"1797","Hour","hour"
"1798","IP details","ip details"
"1799","IP list","ip list"
"1800","IP deleted.","ip deleted."
"1801","Delete from black-/whitelist","delete from black-/whitelist"
"1802","Delete IP ""%s"" from list?","delete ip ""%s"" from list?"
"1803","Add IP ""%s"" to blacklist?","add ip ""%s"" to blacklist?"
"1804","Add IP ""%s"" to whitelist?","add ip ""%s"" to whitelist?"
"1805","WARNING! Folder ""%s"" is not empty! If you confirm this question this folder and all media items it contains are irrecoverably deleted?","warning! folder ""%s"" is not empty! if you confirm this question this folder and all media items it contains are irrecoverably deleted?"
"1806","Contact data","contact data"
"1807","Test data","test data"
"1808","Mail output generated.","mail output generated."
"1809","Overwrite","overwrite"
"1810","Do you really want to parse output ""%s"" (%d)? Your manual changes will get lost!","do you really want to parse output ""%s"" (%d)? your manual changes will get lost!"
"1811","Mailing output successfully updated.","mailing output successfully updated."
"1812","MailingView ""%s"" (%d) successfully updated.","mailingview ""%s"" (%d) successfully updated."
"1813","Newsletter list Id","newsletter list id"
"1814","Mailingview ""%s"" (%d) has been deleted.","mailingview ""%s"" (%d) has been deleted."
"1815","Do you really want to delete view ""%s"" (%d)?","do you really want to delete view ""%s"" (%d)?"
"2577","The ""ident value"" is used in the image url to identify it.","the ""ident value"" is used in the image url to identify it."
"1817","Linktypes","linktypes"
"1818","View glyphs","view glyphs"
"1819","Configure Linktypes","configure linktypes"
"1820","Overview page","overview page"
"1821","Data filter","data filter"
"1822","Disable all modules in selected package?","disable all modules in selected package?"
"1823","Enable package","enable package"
"1824","Enable all package modules","enable all package modules"
"1825","Disable package","disable package"
"1826","Modules disabled.","modules disabled."
"1827","Disable all package modules","disable all package modules"
"1828","Import Filter","import filter"
"1829","Configure Pagetypes","configure pagetypes"
"1830","Filter deleted.","filter deleted."
"1831","Import folder","import folder"
"1832","import local folder","import local folder"
"1833","Convert file","convert file"
"1834","Convert image file","convert image file"
"1835","Imported files","imported files"
"1836","A user can be in several groups.","a user can be in several groups."
"1837","Sitemap options","sitemap options"
"1838","Export Table","export table"
"1839","Export table structure as xml","export table structure as xml"
"1840","Disable selected module?","disable selected module?"
"1841","Enable selected module?","enable selected module?"
"1842","Change frequency","change frequency"
"1843","Statistic","statistic"
"1844","Modules enabled.","modules enabled."
"1845","Login Try","login try"
"1846","PHP","php"
"1847","Today","today"
"1848","Goto current date.","goto current date."
"1849","Owners","owners"
"1850","Translation of event ""%s (%s)"" changed.","translation of event ""%s (%s)"" changed."
"1851","Enable all modules in selected package?","enable all modules in selected package?"
"1852","Glossaries","glossaries"
"1853","New glossary","new glossary"
"1854","Glossary","glossary"
"1855","Search Button Title","search button title"
"1858","Buttons","buttons"
"1859","Glossary page id","glossary page id"
"1860","Delete all events?","delete all events?"
"1861","Edit page","edit page"
"1862","Move page to %s (%s)","move page to %s (%s)"
"1863","Box ""%s (%s)"" published.","box ""%s (%s)"" published."
"1864","Copy page to %s (%s)","copy page to %s (%s)"
"1865","Publish page %s (%s)","publish page %s (%s)"
"1866","New subgroup","new subgroup"
"1867","Refresh Statistic Data","refresh statistic data"
"1868","Please refresh Statistical Data.","please refresh statistical data."
"1869","New subcategory","new subcategory"
"1870","Category Types","category types"
"1871","Top voted","top voted"
"1872","Catalog","catalog"
"1873","Categories and Entries","categories and entries"
"1874","refresh view","refresh view"
"1875","Mediafile browser","mediafile browser"
"1876","Other glossaries ...","other glossaries ..."
"1877","Glossary entries","glossary entries"
"1878","Entry Information","entry information"
"1879","Ändern","Ändern"
"1880","Abbreviations","abbreviations"
"1900","Entry deleted.","entry deleted."
"1882","Links for further research. One link each line, titles may be set via: title of link=http://www.link.tld","links for further research. one link each line, titles may be set via: title of link=http://www.link.tld"
"1883","Source of explanation for this term.","source of explanation for this term."
"1884","Derivation","derivation"
"1885","Optional","optional"
"1886","Explanation","explanation"
"1887","Term","term"
"1888","Add entry","add entry"
"1889","Delete glossary","delete glossary"
"1890","Speichern","speichern"
"1891","Glossary added.","glossary added."
"1892","Entry added.","entry added."
"1893","Updating modules table.","updating modules table."
"1894","%s modules updated.","%s modules updated."
"1895","Links for further research. One link each line; http:// may not be omitted. Titles may be set via: title of link=http://www.link.tld","links for further research. one link each line; http:// may not be omitted. titles may be set via: title of link=http://www.link.tld"
"1896","Synonyms","synonyms"
"1901","Delete word?","delete word?"
"1902","Glossary deleted.","glossary deleted."
"1903","Delete glossary ""%s"" (%s)?","delete glossary ""%s"" (%s)?"
"1904","Search for tags","search for tags"
"1905","Click here to create a new category.","click here to create a new category."
"1906","No categories found.","no categories found."
"1907","Table structure updated!","table structure updated!"
"1908","Synchronize table ""%s_%s""?","synchronize table ""%s_%s""?"
"1909","Add entry for language ""%s"" (%s) ?","add entry for language ""%s"" (%s) ?"
"1910","Add glossary for language ""%s"" (%s) ?","add glossary for language ""%s"" (%s) ?"
"1911","Click here to add a tag.","click here to add a tag."
"1912","No tags found.","no tags found."
"1913","Permission mode","permission mode"
"1914","New category ""%s"" (%d) has been added.","new category ""%s"" (%d) has been added."
"1915","Paste Category","paste category"
"1916","Use tags","use tags"
"1917","Create tag","create tag"
"1918","Surfer permissions","surfer permissions"
"1919","Create/Edit category","create/edit category"
"1920","Created on","created on"
"1921","Created by","created by"
"1922","Backend user","backend user"
"1923","Do you really want to move category ""%s"" below category ""%s""?","do you really want to move category ""%s"" below category ""%s""?"
"1924","Selected category ""%s"" for pasting.","selected category ""%s"" for pasting."
"1925","New tag ""%s"" (%d) has been added.","new tag ""%s"" (%d) has been added."
"1926","Add limit","add limit"
"1927","Delete Limit","delete limit"
"1928","View page","view page"
"1929","Limits","limits"
"1930","Limit","limit"
"1931","View limit added.","view limit added."
"1932","View limit deleted.","view limit deleted."
"1933","Page #%d moved to trash.","page #%d moved to trash."
"1934","Add Image","add image"
"1935","Delete cache","delete cache"
"1936","Attributes","attributes"
"1937","Base Color","base color"
"1938","Image generator","image generator"
"1939","Number of chars","number of chars"
"1940","Padding","padding"
"1941","Color","color"
"1942","Cache was empty - no files deleted.","cache was empty - no files deleted."
"1943","E-Mail","e-mail"
"1944","Cache was empty - no files deleted,","cache was empty - no files deleted,"
"1945","Captions","captions"
"1946","Quiz","quiz"
"1947","Page Rating","page rating"
"1948","Manage Dates","manage dates"
"1949","Manage regular dates","manage regular dates"
"1950","Change owners","change owners"
"1951","Regular dates","regular dates"
"1952","%s modules added.","%s modules added."
"1953","%s modules deleted.","%s modules deleted."
"1954","LinkDB","linkdb"
"1955","FAQs","faqs"
"1956","No entries found.","no entries found."
"1957","View modified.","view modified."
"1958","* as wildcard","* as wildcard"
"1959","Surfergroup","surfergroup"
"1960","New regular date.","new regular date."
"1961","Create single dates for a calregy date","create single dates for a calregy date"
"1962","Surferfilter","surferfilter"
"1963","Search by","search by"
"1964","Only show surfers with status:","only show surfers with status:"
"1965","Set to Published to make this date visible in frontend.","set to published to make this date visible in frontend."
"1966","Ownership of this date has been changed.","ownership of this date has been changed."
"1967","Tag","tag"
"1968","Show only entries having this tag?","show only entries having this tag?"
"1969","Tag Selection","tag selection"
"1970","Selected tags","selected tags"
"1971","Show tagged ones only","show tagged ones only"
"1972","Go to ""Tag Selection"" to modify.","go to ""tag selection"" to modify."
"1973","Relative or absolute URL/page-ID of the calendar page.","relative or absolute url/page-id of the calendar page."
"1974","Select view and module","select view and module"
"1975","Show only entries having this tag","show only entries having this tag"
"1976","Popup","popup"
"1977","Restore metadata","restore metadata"
"1978","Mimetypes","mimetypes"
"1979","Folders","folders"
"1980","Maintenance","maintenance"
"1981","Add upload field","add upload field"
"1982","Edit FAQs/Groups","edit faqs/groups"
"1983","View statistic","view statistic"
"1984","Edit Entries/Comments","edit entries/comments"
"1985","Reset counter","reset counter"
"1986","Feedback","feedback"
"1987","Dynamic Images","dynamic images"
"1988","Edit Tag Categories","edit tag categories"
"1989","Manage Linktypes","manage linktypes"
"1990","View trash","view trash"
"1991","Clear ouput cache","clear ouput cache"
"1992","Manage Types","manage types"
"1993","Configure Statistic","configure statistic"
"1994","Filter options","filter options"
"1995","Timespan","timespan"
"1996","January","january"
"1997","Thumbnails","thumbnails"
"1998","Listview","listview"
"1999","Thumbview","thumbview"
"2000","Image cropped.","image cropped."
"2001","Off","off"
"2002","Settings","settings"
"2003","Applications","applications"
"2004","Richtext Editor","richtext editor"
"2005","Messages / ToDo","messages / todo"
"2006","Request password change","request password change"
"2007","Add subpage","add subpage"
"2008","Applications list","applications list"
"2009","Captcha","captcha"
"2010","Pages and more","pages and more"
"2011","Request email","request email"
"2012","Add page","add page"
"2013","Packages","packages"
"2014","Link types","link types"
"2015","View icons","view icons"
"2016","Configure Link types","configure link types"
"2017","Superior page","superior page"
"2018","Convert","convert"
"2019","Papaya tag","papaya tag"
"2020","Edit file tags","edit file tags"
"2021","Invert Selection","invert selection"
"2022","File title","file title"
"2023","Delete the file","delete the file"
"2024","Create papaya tag","create papaya tag"
"2025","Copy file to clipboard","copy file to clipboard"
"2026","Get a file from the internet","get a file from the internet"
"2027","Get webfile","get webfile"
"2028","Filetype","filetype"
"2029","Fileversion","fileversion"
"2030","Crop image","crop image"
"2031","File Id","file id"
"2032","File description","file description"
"2033","Download file","download file"
"2034","File properties","file properties"
"2035","Click this button to add another upload field.","click this button to add another upload field."
"2036","Filedate","filedate"
"2037","Edit folders and files","edit folders and files"
"2038","Target folder","target folder"
"2039","Move files","move files"
"2040","Open file in new window.","open file in new window."
"2041","Edit mimetypes","edit mimetypes"
"2042","No files selected.","no files selected."
"2043","Pixels","pixels"
"2044","Do you really want to delete %s ?","do you really want to delete %s ?"
"2045","File ""%s"" deleted.","file ""%s"" deleted."
"2046","Paste all files to the current folder","paste all files to the current folder"
"2047","Edit Folder","edit folder"
"2048","Add Folder","add folder"
"2049","MediaDB Maintenance","mediadb maintenance"
"2050","Add/Edit","add/edit"
"2051","Paste file to the current folder","paste file to the current folder"
"2052","Add user","add user"
"2053","Add group","add group"
"2054","Add alias","add alias"
"2055","Add Box","add box"
"2056","HTML","html"
"2057","Domain","domain"
"2058","Show login","show login"
"2059","Delete login tries","delete login tries"
"2060","Login Tries","login tries"
"2061","Login Requests","login requests"
"2062","Report this error message.","report this error message."
"2063","Login Type","login type"
"2064","Add Title","add title"
"2065","FAQ Entries","faq entries"
"2066","New entry","new entry"
"2067","Delete FAQ","delete faq"
"2068","Profile Data","profile data"
"2069","The folder is empty. Use the upload form on the right.","the folder is empty. use the upload form on the right."
"2070","New Task","new task"
"2071","Send system information","send system information"
"2072","Send test results","send test results"
"2073","Tasks","tasks"
"2074","Sent mails","sent mails"
"2075","Default extension","default extension"
"2076","Copy translation","copy translation"
"2077","link tag","link tag"
"2078","Tag statistic","tag statistic"
"2079","unlink tag","unlink tag"
"2080","Delete Task","delete task"
"2081","Edit Todo","edit todo"
"2082","Create a new task","create a new task"
"2083","Delete selected task","delete selected task"
"2084","Forward task to another user","forward task to another user"
"2085","Task","task"
"2086","Configure Mime types","configure mime types"
"2087","Domain mode","domain mode"
"2088","Domain protocol","domain protocol"
"2089","Hostname","hostname"
"2090","Domains","domains"
"2091","Delete domain","delete domain"
"2092","Add domain","add domain"
"2093","Domain Properties","domain properties"
"2094","Favorite added.","favorite added."
"2096","Mime types","mime types"
"2097","Copy file","copy file"
"2098","Import local folder on webserver","import local folder on webserver"
"2099","Restore file information from binary data.","restore file information from binary data."
"2100","Upload files from your computer","upload files from your computer"
"2101","Tagname","tagname"
"2102","Show/Edit file properties","show/edit file properties"
"2103","Find","find"
"2104","Add a tag","add a tag"
"2105","Mimegroups","mimegroups"
"2106","Add Mimetype","add mimetype"
"2107","Crop","crop"
"2108","Add a mimetype","add a mimetype"
"2109","Extension does not match mimetype of the file. Click here to fix this.","extension does not match mimetype of the file. click here to fix this."
"2110","Icons","icons"
"2111","Add Mimegroup","add mimegroup"
"2112","Add filter","add filter"
"2113","Add Linktype","add linktype"
"2114","Delete older (&lt;%s) events?","delete older (&lt;%s) events?"
"2115","Old messages deleted.","old messages deleted."
"2116","Package Content","package content"
"2117","Favorite removed.","favorite removed."
"2118","Lastname","lastname"
"2119","Firstname","firstname"
"2120","Add content for language ""%s"" (%s) to box ""%s""?","add content for language ""%s"" (%s) to box ""%s""?"
"2121","Deleted translations of category #%d.","deleted translations of category #%d."
"2122","Do you really want to delete category ""%s""?","do you really want to delete category ""%s""?"
"2123","Tag URI","tag uri"
"2124","Do you really want to delete this tag?","do you really want to delete this tag?"
"2125","Deleted tag #%d.","deleted tag #%d."
"2126","Deleted translations of tag #%d.","deleted translations of tag #%d."
"2127","back","back"
"2128","Thumbs","thumbs"
"2129","Category path","category path"
"2130","Really delete TodoEntry ""%s""?","really delete todoentry ""%s""?"
"2131","Search result for '%s'","search result for '%s'"
"2132","File ""%s"" (%s) uploaded.","file ""%s"" (%s) uploaded."
"2133","No result for this search.","no result for this search."
"2134","Folder added.","folder added."
"2135","Folder translation added.","folder translation added."
"2136","Cronjob deleted.","cronjob deleted."
"2137","Pattern","pattern"
"2138","Copy field","copy field"
"2139","Form added.","form added."
"2140","Form deleted","form deleted"
"2141","Delete form ""%s"" (%s)?","delete form ""%s"" (%s)?"
"2142","File location","file location"
"2143","Get file from the internet","get file from the internet"
"2144","Wrong Email","wrong email"
"2145","Moderated","moderated"
"2146","Lists","lists"
"2147","Derivations","derivations"
"2148","Show file derivations","show file derivations"
"2149","Version could not be created.","version could not be created."
"2150","Do you want to restore version #%d (""%s"") of this file?","do you want to restore version #%d (""%s"") of this file?"
"2151","Paste all files from the clipboard to the current folder.","paste all files from the clipboard to the current folder."
"2152","Crop height","crop height"
"2153","Crop width","crop width"
"2154","File version properties","file version properties"
"2155","deleted","deleted"
"2156","File replaced.","file replaced."
"2157","Added file ""%s"" (%s).","added file ""%s"" (%s)."
"2158","View/Use","view/use"
"2159","File extension","file extension"
"2160","Top offset","top offset"
"2161","Left offset","left offset"
"2162","Import of folder outside import path denied.","import of folder outside import path denied."
"2163","Folder list","folder list"
"2164","Invalid value for option.","invalid value for option."
"2165","Number of files","number of files"
"2166","Media files path","media files path"
"2167","Media main path","media main path"
"2168","Archive","archive"
"2169","Please set the mediadb import path in the configuration.","please set the mediadb import path in the configuration."
"2170","Sending email failed","sending email failed"
"2171","Cropping","cropping"
"2172","Mailman interface","mailman interface"
"2173","Subscribe","subscribe"
"2174","Wrong List","wrong list"
"2175","Use {%Fieldname%} to fill in the form values supplied by the sender.","use {%fieldname%} to fill in the form values supplied by the sender."
"2176","Submit","submit"
"2177","Web","web"
"3428","Match found for ""%s"".","match found for ""%s""."
"2179","Binary","binary"
"2180","no Lists","no lists"
"2181","Add mailinglist","add mailinglist"
"2182","No versions found.","no versions found."
"2183","Edit file","edit file"
"2184","Folder updated.","folder updated."
"2185","Folder ""%s"" deleted.","folder ""%s"" deleted."
"2186","Translations for folder ""%s"" deleted.","translations for folder ""%s"" deleted."
"2187","Do you really want to delete folder ""%s""?","do you really want to delete folder ""%s""?"
"2188","Folder ""%s"" cannot be deleted, it contains subfolders or files.","folder ""%s"" cannot be deleted, it contains subfolders or files."
"2189","Do you really want to delete file ""%s""?","do you really want to delete file ""%s""?"
"2190","Pasted all files to the current folder.","pasted all files to the current folder."
"2191","Moved file ""%s"" (%s) to folder ""%s"".","moved file ""%s"" (%s) to folder ""%s""."
"2192","Do you really want to move %s to the clipboard?","do you really want to move %s to the clipboard?"
"2193","Do you want to delete version #%d (""%s"") of this file?","do you want to delete version #%d (""%s"") of this file?"
"2194","Unsubscribe","unsubscribe"
"2195","Page root","page root"
"2196","File ""%s"" (%s) imported from ""%s"".","file ""%s"" (%s) imported from ""%s""."
"2197","Files ""%s"" deleted.","files ""%s"" deleted."
"2198","File metadata restored.","file metadata restored."
"2199","Click here to rename file to","click here to rename file to"
"2200","No files found.","no files found."
"2201","Replace current file","replace current file"
"2202","linked for all, unlink","linked for all, unlink"
"2203","not linked, link for all","not linked, link for all"
"2204","File could not be added.","file could not be added."
"2205","Wouldn`t add empty file.","wouldn`t add empty file."
"2206","Convert image","convert image"
"2207","Target format","target format"
"2208","File converted.","file converted."
"2209","Show file versions","show file versions"
"2210","Translation not deleted","translation not deleted"
"2211","Translation deleted","translation deleted"
"2212","Date deleted","date deleted"
"2213","Translation added","translation added"
"2214","Translation not added","translation not added"
"2215","Date not deleted","date not deleted"
"2216","Date not added","date not added"
"2217","Date changed","date changed"
"2218","Content changed","content changed"
"2219","Content not changed","content not changed"
"2220","Delete date","delete date"
"2221","Translation not changed","translation not changed"
"2222","Edit date","edit date"
"2223","Add date","add date"
"2224","Date not changed","date not changed"
"2225","Date added","date added"
"2226","Delete date question","delete date question"
"2227","Title of Page","title of page"
"2228","Default module","default module"
"2229","Translation changed","translation changed"
"2230","Field error","field error"
"2231","Limit view use","limit view use"
"2232","Default state","default state"
"2233","Delete date translation question","delete date translation question"
"2234","Modify published dates","modify published dates"
"2235","Minute","minute"
"2236","Define if timefield is one field without inputcheck or two fields that contain the correct time.","define if timefield is one field without inputcheck or two fields that contain the correct time."
"2237","Use %s to define a placemark for the field name.","use %s to define a placemark for the field name."
"2238","Extensions for ""%s""","extensions for ""%s"""
"2239","Icon","icon"
"2240","Mimetype","mimetype"
"2241","Mimegroup","mimegroup"
"2242","Add extension","add extension"
"2243","Delete Mimegroup","delete mimegroup"
"2244","Delete Mimetype","delete mimetype"
"2245","Delivering options","delivering options"
"2246","Add a mimegroup","add a mimegroup"
"2247","Edit mimetype","edit mimetype"
"2248","Edit mimegroup","edit mimegroup"
"4405","Total","total"
"2250","Show volume control","show volume control"
"2251","Show overlay controls","show overlay controls"
"2252","Show play time","show play time"
"2253","Controls","controls"
"2254","Channel logo","channel logo"
"2255","Displayed in the top right corner of the player","displayed in the top right corner of the player"
"2256","Front color","front color"
"2257","Highlight color","highlight color"
"2258","RRGGBB","rrggbb"
"2259","in percent","in percent"
"2260","Loop movie","loop movie"
"2261","Player height","player height"
"2262","Player width","player width"
"2263","Buffer length","buffer length"
"2264","Flash movie media ID","flash movie media id"
"2265","Movie File (flv)","movie file (flv)"
"2266","Start movie automatically","start movie automatically"
"2267","Player appearance","player appearance"
"2268","Initial volume","initial volume"
"2269","in seconds","in seconds"
"2270","Display height","display height"
"2271","Display width","display width"
"2272","Cache time (minutes)","cache time (minutes)"
"2273","Please enter a relative or an absolute URL.","please enter a relative or an absolute url."
"2274","Vertical Align","vertical align"
"2275","Horizontal Align","horizontal align"
"2276","Flash version","flash version"
"2277","Movie options","movie options"
"2278","Add cronjob","add cronjob"
"2279","Cronjob created.","cronjob created."
"2280","Delete cronjob ""%s"" (%s)?","delete cronjob ""%s"" (%s)?"
"2281","End","end"
"2282","Start","start"
"2283","%s created.","%s created."
"2284","Cronjob is deactivated.","cronjob is deactivated."
"2521","Deutsch (de-DE)","deutsch (de-de)"
"2286","Delete category ""%s"" (%s)?","delete category ""%s"" (%s)?"
"2287","Poll added.","poll added."
"2288","Delete Poll ""%s"" (%s)?","delete poll ""%s"" (%s)?"
"2289","Poll deleted.","poll deleted."
"2290","Create missing tables for package ""%s""?","create missing tables for package ""%s""?"
"2291","Could not find xml file for table ""%s"".","could not find xml file for table ""%s""."
"2292","Cronjob deactivated","cronjob deactivated"
"2293","Answer added.","answer added."
"2294","Delete Answer ""%s"" (%s)?","delete answer ""%s"" (%s)?"
"2295","Answer deleted.","answer deleted."
"2296","No poll","no poll"
"2297","Category / Poll","category / poll"
"2298","File may not be larger than %s.","file may not be larger than %s."
"2299","Upload failed.","upload failed."
"2300","File #%d is too large (PHP_INI).","file #%d is too large (php_ini)."
"2301","Questions","questions"
"2302","Add Question","add question"
"2303","Group added.","group added."
"2304","A group with this name does already exists.","a group with this name does already exists."
"2305","Path ""%s"" not found.","path ""%s"" not found."
"2306","Add Answer","add answer"
"2307","Del Question","del question"
"2308","Nothing modified.","nothing modified."
"2309","Del Answer","del answer"
"2310","Delete Question","delete question"
"2311","Question deleted.","question deleted."
"2312","Delete question ""%s"" (%s)?","delete question ""%s"" (%s)?"
"2313","Answer Title","answer title"
"2314","Right/Wrong answer?","right/wrong answer?"
"2315","Decide if right or Wrong answer","decide if right or wrong answer"
"2316","Answer Response","answer response"
"2317","Comments","comments"
"2318","Body template of email","body template of email"
"2319","Subject template of email","subject template of email"
"2320","Locked for another editor: ""%s""","locked for another editor: ""%s"""
"2321","{%FROM%}, {%NAME%}, {%TEXT%}","{%from%}, {%name%}, {%text%}"
"2322","{%SUBJECT%}","{%subject%}"
"2323","Done","done"
"2324","Inventory Management","inventory management"
"2325","Target Email","target email"
"2326","Link Title","link title"
"2327","Topic Error","topic error"
"2328","Font size maximum","font size maximum"
"2329","Font size default","font size default"
"2330","Font size minimum","font size minimum"
"2331","Font size change step","font size change step"
"2332","Display mode","display mode"
"2333","Dynamic Image","dynamic image"
"2334","Voted Deny","voted deny"
"2335","Voted Text","voted text"
"2336","font size in em","font size in em"
"2337","Simple Rating","simple rating"
"2338","Rating selection contains only good or bad","rating selection contains only good or bad"
"2339","Result Display","result display"
"2340","Rating Limits","rating limits"
"2341","Min","min"
"2342","Do you really want to delete feedback entry #%s?","do you really want to delete feedback entry #%s?"
"2343","Do you really want to delete all feedback entries?","do you really want to delete all feedback entries?"
"2344","Do you really want to delete all feedback entries for the selected form?","do you really want to delete all feedback entries for the selected form?"
"2345","Add Field","add field"
"2346","Check","check"
"2347","Needs Approval","needs approval"
"2348","Available","available"
"2349","Approval Default","approval default"
"2350","Field Type","field type"
"2351","Field Name","field name"
"2352","Titles for","titles for"
"2353","Edit Profile Data Field","edit profile data field"
"2354","Field Parameters","field parameters"
"2355","Field Properties","field properties"
"2356","Enter your own regular expression if the above field is set to [PCRE]","enter your own regular expression if the above field is set to [pcre]"
"2357","Add Profile Data Field","add profile data field"
"2358","Enter title or remove text to delete it","enter title or remove text to delete it"
"2359","Add Profile Data Category","add profile data category"
"2360","Titles","titles"
"2361","Edit Data Field Title","edit data field title"
"2362","Avatar","avatar"
"2363","Gender","gender"
"2364","Basic Data","basic data"
"2365","4-20 characters; letters, digits and dashes only","4-20 characters; letters, digits and dashes only"
"2366","Contacts","contacts"
"2367","Change Requests","change requests"
"2902","Restore default settings","restore default settings"
"2904","You don't have the needed permissions.","you don't have the needed permissions."
"2369","Add editor user","add editor user"
"2370","Edit Profile Data Category","edit profile data category"
"2371","Data category updated.","data category updated."
"2372","Data category added.","data category added."
"2373","Data category deleted.","data category deleted."
"2374","Delete Profile Data Category?","delete profile data category?"
"2375","Permission deleted.","permission deleted."
"2376","Delete permission ""%s"" (%s)?","delete permission ""%s"" (%s)?"
"2377","Permission added!","permission added!"
"2378","accepted","accepted"
"2379","real name","real name"
"2380","Title created","title created"
"2381","Move down","move down"
"2382","Move up","move up"
"2383","pending","pending"
"2384","Field created","field created"
"2385","Data field deleted.","data field deleted."
"2386","Delete Profile Data Field?","delete profile data field?"
"2387","Add Data Field Title","add data field title"
"2388","Please enter PCRE value or change check type","please enter pcre value or change check type"
"2389","Title updated","title updated"
"2390","Cost center","cost center"
"2391","Serial number","serial number"
"2392","Inventory number","inventory number"
"2393","No titles yet","no titles yet"
"2394","Link Tags","link tags"
"2395","Add surfer ""%s %s"" (%s) to editors?","add surfer ""%s %s"" (%s) to editors?"
"2396","Editor added.","editor added."
"2397","general info","general info"
"2398","errors","errors"
"2399","No User Error","no user error"
"2400","User Profile","user profile"
"2401","Publish by default","publish by default"
"2402","Multipage","multipage"
"2403","Save button","save button"
"2404","Request button","request button"
"2405","Login button","login button"
"2406","Register link","register link"
"2407","Password forgotten link","password forgotten link"
"2408","Email address changed","email address changed"
"2409","Change requested","change requested"
"2410","Registration page","registration page"
"2411","Request password (E-Mail)","request password (e-mail)"
"2412","Expires (in hours)","expires (in hours)"
"2413","Mail change error","mail change error"
"2414","Default prompt","default prompt"
"2415","Redirect to this page after login","redirect to this page after login"
"2416","Default status","default status"
"2417","Mailfrom_email","mailfrom_email"
"2418","Username invalid","username invalid"
"2419","Submitbutton","submitbutton"
"2420","Newsletter Defaultvalue","newsletter defaultvalue"
"2421","Newsletter Text","newsletter text"
"2422","Terms Linktitle","terms linktitle"
"2423","Title of the Termslink","title of the termslink"
"2424","Terms Link","terms link"
"2425","Login Link","login link"
"2426","Verification Linktitle","verification linktitle"
"2427","Verification succeeded.","verification succeeded."
"2428","Terms Text","terms text"
"2429","No lists available","no lists available"
"2430","Title of the Loginlink","title of the loginlink"
"2431","Default Newsletterlist","default newsletterlist"
"2432","Verification failed","verification failed"
"2433","Verification failed.","verification failed."
"2434","Registration succeeded","registration succeeded"
"2435","Verification succeeded","verification succeeded"
"2436","Registration succeeded.","registration succeeded."
"2437","Helptext","helptext"
"2438","Replace {%LINK%} in Terms Text with a link to this Page","replace {%link%} in terms text with a link to this page"
"2439","Delete Profile Data Title?","delete profile data title?"
"2440","Subject prefix","subject prefix"
"2441","Logout button","logout button"
"2442","Logout text","logout text"
"2443","Login text","login text"
"2444","Redirect to this page after logout","redirect to this page after logout"
"2446","Mailfrom_name","mailfrom_name"
"2447","New List","new list"
"2448","Edit views","edit views"
"2449","Manage postbox and send mails","manage postbox and send mails"
"2450","Mailings","mailings"
"2451","Edit mailings","edit mailings"
"2452","Subscribers","subscribers"
"2453","Manage subscriber lists","manage subscriber lists"
"2454","Update","update"
"2455","Old password","old password"
"2456","CSV import","csv import"
"2457","This folder is empty.","this folder is empty."
"2458","Replace {%LINK%} in Verification Text with a link to this Page","replace {%link%} in verification text with a link to this page"
"2459","Message sent","message sent"
"2460","Mandatory","mandatory"
"2461","decline","decline"
"2462","accept","accept"
"2463","requested","requested"
"2464","Show Email","show email"
"2465","Contact requests","contact requests"
"2466","Contact list","contact list"
"2467","User data","user data"
"2468","User group","user group"
"2469","No user found","no user found"
"2470","Show Name as","show name as"
"2471","Show Group","show group"
"2472","Direct contact","direct contact"
"2473","No contact","no contact"
"2474","Remove contact","remove contact"
"2475","Send contact request","send contact request"
"2476","Contact requested by other surfer","contact requested by other surfer"
"2477","Contact requested by current surfer","contact requested by current surfer"
"2478","Confirmation email expires (hours)","confirmation email expires (hours)"
"2479","Confirmation email from address","confirmation email from address"
"2480","Confirmation emal from name","confirmation emal from name"
"2481","Confirmation email from name","confirmation email from name"
